Time,Open,High,Low,Close,Volume,mean,sm,isSm,adx,di+,di-,rsi,sma,sma55,ema,bbh,bbm,bbl
05:00 21-05-2020,208.56,209.7,204.69,207.76,176127.34273,211.555,-2.992167857142876,True,17.737008096055607,17.11008252784599,28.38325751067277,50.49563630615702,210.69299999999998,203.65963636363634,209.85551317834205,215.33780553683852,211.08642857142854,206.83505160601857
09:00 21-05-2020,207.76,207.93,196.6,199.21,305008.70401,210.805,-4.715064285714302,False,19.6327221260302,13.991069319901175,36.22543177915819,39.91767575539591,209.156,203.81236363636364,207.9199653277344,217.64111322331158,210.2085714285714,202.7760296338312
13:00 21-05-2020,199.21,200.43,191.71,198.57,247687.45689,210.13199999999998,-6.22838571428573,False,21.967641696567878,12.1546243863629,38.83124508742274,39.2694986243321,207.723,203.952,206.21997163178267,218.54897580286527,209.185,199.82102419713473
17:00 21-05-2020,198.61,200.74,197.64,198.74,97157.51291,209.502,-7.506235714285728,False,24.029591938997495,12.05153005684577,36.97325016174526,39.543980296574695,206.26099999999997,204.12,204.85997678964037,218.8003978474952,208.21071428571426,197.62103072393333
21:00 21-05-2020,198.72,199.95,196.24,197.22,129747.67941,208.708,-8.627614285714298,False,26.10340260796568,11.351505051677472,37.01754647041282,37.930491279915955,204.691,204.25563636363634,203.47089010061484,218.99756088038328,207.19071428571428,195.38386769104528
01:00 22-05-2020,197.23,202.63,196.67,201.81,141277.86355,208.05300000000003,-8.441250000000016,False,27.094962039899972,14.421050757530738,33.63729180080831,45.05651592626903,204.077,204.4549090909091,203.16891008232122,217.6251652706078,206.27857142857144,194.93197758653508
05:00 22-05-2020,201.82,204.12,200.85,203.23,134792.21085,207.6995,-8.252539285714303,False,27.529081729780078,16.01542481991654,31.915315727927325,47.036658419210745,203.43800000000002,204.69927272727276,203.180017340081,216.40291854076898,205.58785714285713,194.77279574494528
09:00 22-05-2020,203.22,205.5,201.14,205.18,126416.11603,207.3835,-7.5212535714285815,False,27.491831157985818,17.086078177929167,29.729952059174202,49.65920367401513,202.958,204.95727272727277,203.54365055097537,214.92267451815601,205.0035714285714,195.0844683389868
13:00 22-05-2020,205.2,209.19,204.5,207.65,184050.09152,207.121,-6.222278571428577,False,26.39013334537882,21.612640074606418,27.545016432176578,52.776947354492485,202.78799999999998,205.13,204.29025954170712,213.67795317038463,204.62714285714284,195.57633254390106
17:00 22-05-2020,207.64,209.0,206.1,207.36,71388.39945,206.86999999999998,-4.990607142857144,False,25.367128233672325,20.604288683055884,26.25988626974438,52.37605245707513,202.673,205.32236363636363,204.8483941704876,213.57884471938928,204.585,195.59115528061074
21:00 22-05-2020,207.36,211.2,207.36,210.0,114325.29728,206.795,-3.339992857142853,False,23.815097985904835,22.89286453037449,24.62178224668999,55.60736876702473,202.897,205.51181818181817,205.78504977585348,213.6686801273297,204.61214285714286,195.555605586956
01:00 23-05-2020,210.0,210.45,207.2,208.24,77916.37101,206.478,-1.7305642857142787,False,22.414237543955064,21.661265652343392,23.562023938897774,53.07999157221373,203.8,205.67763636363637,206.23140436206194,213.29052290211078,204.48785714285714,195.6851913836035
05:00 23-05-2020,208.24,208.27,205.3,207.15,99435.38433,206.19050000000001,-0.49458571428571085,False,21.590219497543416,20.572072352647165,25.594012039011727,51.55250392890086,204.658,205.81127272727275,206.39842175077794,212.85471557258177,204.3307142857143,195.80671299884682
09:00 23-05-2020,207.16,208.12,204.55,207.7,88146.00388,205.90749999999997,0.948117857142865,False,21.008193261680674,19.31485861989605,25.313773368655113,52.281865543619645,205.554,205.9050909090909,206.6350723415456,212.692967180176,204.27285714285716,195.85274710553833
13:00 23-05-2020,207.72,208.45,205.64,207.14,53793.03006,205.61849999999998,2.2321285714285786,False,20.358768804752653,18.941971220505042,24.067031930364376,51.45168434056451,206.546,205.99054545454544,206.72687737035548,212.58110348873538,204.22857142857146,195.87603936840753
17:00 23-05-2020,207.13,208.36,206.28,206.6,44943.8335,205.55100000000002,3.05483928571429,False,19.75573180903378,18.226385355216507,23.157832583140497,50.635554018650794,207.025,206.04745454545454,206.70380875756356,212.69752459791,204.7564285714286,196.81533254494718
21:00 23-05-2020,206.6,209.71,205.9,208.58,102380.34674,205.49900000000002,4.3106678571428585,False,18.71630058149454,19.419727353167946,21.551758351967774,53.48339510637162,207.56,206.1436363636364,207.04493443800655,212.83745427551435,205.47142857142856,198.10540286734278
01:00 24-05-2020,208.58,210.55,207.95,209.56,71471.39281,205.478,5.625582142857145,False,17.460769009665228,20.044749577146447,20.506571778034274,54.8407259449644,207.998,206.32818181818183,207.5022190856417,212.85479991051776,206.2442857142857,199.63377151805363
05:00 24-05-2020,209.56,210.48,205.91,205.91,92659.45931,205.30599999999998,6.129182142857147,False,16.943010940339366,18.35937463411299,22.535637038310313,49.21104854270909,207.824,206.41327272727273,207.2127247064341,211.21491461091836,206.865,202.51508538908166
09:00 24-05-2020,205.91,207.54,203.67,205.53,119056.49972,205.157,6.424885714285723,False,17.09012748578741,17.05185847249034,25.05286942216714,48.66358956568673,207.641,206.49563636363638,206.9067747598097,210.57276071958213,207.13071428571428,203.68866785184642
13:00 24-05-2020,205.46,206.89,201.7,206.44,154407.51831,205.09100000000004,6.76743214285714,False,17.717677580413444,15.46154364342801,26.256409880560987,50.06394218304819,207.285,206.65181818181816,206.82190662166246,210.0851421943526,207.35999999999999,204.63485780564736
17:00 24-05-2020,206.41,207.83,199.5,199.9,133559.84095,205.12550000000002,5.201317857142857,False,18.790697697448326,13.315105710447114,26.277810249214323,41.50001585914903,206.45099999999996,206.74527272727272,205.56337814499653,211.60887936633176,206.98285714285717,202.35683491938258
21:00 24-05-2020,199.9,203.26,198.01,202.33,101571.70986,205.31350000000003,3.865757142857144,False,20.09103466052259,12.168530363352012,26.458913649527254,45.168470540003234,205.969,206.88109090909091,204.9754912095426,211.78752370169707,206.60285714285715,201.41819058401722
