Time,Open,High,Low,Close,Volume,mean
21:00 30-09-2021,43820.01,44059.0,43661.63,43694.48,2001.56071,43365.6145
22:00 30-09-2021,43696.14,43803.94,43417.61,43742.74,1292.55848,43376.9255
23:00 30-09-2021,43742.74,43794.89,43283.03,43379.01,1348.70735,43377.280000000006
00:00 01-10-2021,43379.0,43680.0,43352.28,43635.79,993.1198,43394.7255
01:00 01-10-2021,43635.79,43715.71,43456.46,43625.02,982.32555,43422.875
02:00 01-10-2021,43625.02,43923.21,43515.61,43850.33,1190.57391,43458.023
03:00 01-10-2021,43850.32,44048.56,43729.0,43995.09,1537.37407,43516.4385
04:00 01-10-2021,43995.1,44836.0,43916.26,44788.42,4789.79567,43602.245
05:00 01-10-2021,44788.42,44999.0,44700.0,44945.8,2953.83714,43678.5585
06:00 01-10-2021,44945.81,45000.0,44767.29,44906.0,1809.73051,43769.77
07:00 01-10-2021,44905.99,47786.7,44829.4,47081.46,12252.88214,43967.911
08:00 01-10-2021,47081.47,47659.32,46957.48,47488.08,4669.20863,44184.864
09:00 01-10-2021,47488.07,47886.11,47170.23,47214.37,5156.10571,44398.049
10:00 01-10-2021,47214.37,47379.99,46957.14,46980.94,2595.13896,44580.44
11:00 01-10-2021,46980.94,47347.53,46763.68,47130.0,3479.2201,44737.236
12:00 01-10-2021,47133.67,47490.71,47039.94,47363.68,3517.29015,44928.8045
13:00 01-10-2021,47363.69,47850.0,47232.98,47559.88,2884.13063,45135.0445
14:00 01-10-2021,47566.0,47700.0,47397.01,47617.29,1433.33933,45328.209
15:00 01-10-2021,47617.29,47928.0,47437.86,47724.18,1810.50879,45527.333
16:00 01-10-2021,47724.17,48190.0,47705.68,48030.0,2275.13793,45737.628
17:00 01-10-2021,48029.99,48183.17,47721.74,48090.42,1733.29267,45957.425
18:00 01-10-2021,48090.43,48430.0,48062.59,48344.93,2069.84931,46187.5345
19:00 01-10-2021,48344.93,48495.0,47710.01,48001.0,2501.54226,46418.634
20:00 01-10-2021,48000.99,48171.37,47910.36,48141.61,967.64512,46643.925
21:00 01-10-2021,48141.6,48224.01,47610.76,47817.73,2213.00452,46853.5605
22:00 01-10-2021,47817.73,48113.68,47692.51,47736.82,1408.80517,47047.885
23:00 01-10-2021,47736.81,47880.6,47634.94,47708.51,1130.79157,47233.556
00:00 02-10-2021,47708.51,47790.0,47443.98,47520.84,1385.9011,47370.177
01:00 02-10-2021,47520.84,47716.9,47430.18,47569.92,1546.20462,47501.383
02:00 02-10-2021,47569.92,47853.15,47510.18,47749.32,940.76735,47643.549
03:00 02-10-2021,47749.32,47900.0,47662.1,47801.94,907.83577,47679.573
04:00 02-10-2021,47801.94,47865.96,47705.04,47725.01,1040.20915,47691.4195
05:00 02-10-2021,47725.0,47774.84,47516.56,47723.91,975.15432,47716.8965
06:00 02-10-2021,47723.91,47899.01,47666.0,47708.43,822.47467,47753.271
07:00 02-10-2021,47708.44,47762.29,47530.24,47606.05,749.13263,47777.073500000006
08:00 02-10-2021,47606.04,47734.94,47478.44,47683.45,924.61599,47793.062
09:00 02-10-2021,47683.46,47785.0,47616.8,47729.23,986.13851,47801.5295
10:00 02-10-2021,47729.24,48336.59,47630.1,47825.16,3093.39776,47811.923
11:00 02-10-2021,47825.17,48123.44,47790.43,48019.26,1840.72216,47826.677
12:00 02-10-2021,48019.99,48054.48,47810.0,47828.52,1161.74641,47816.603
13:00 02-10-2021,47831.94,48016.21,47650.0,48004.69,1728.70378,47812.3165
14:00 02-10-2021,48004.69,48064.25,47826.19,47879.99,949.95603,47789.0695
15:00 02-10-2021,47879.99,47928.35,47720.0,47864.02,904.18793,47782.2205
16:00 02-10-2021,47864.01,48267.0,47864.01,48239.99,1401.69915,47787.139500000005
17:00 02-10-2021,48240.0,48269.39,47874.98,47996.24,1146.99465,47796.065
18:00 02-10-2021,47996.24,48167.58,47988.77,48125.9,571.95336,47815.519
19:00 02-10-2021,48125.9,48300.0,48045.16,48049.34,904.85254,47832.5605
20:00 02-10-2021,48049.33,48184.0,47500.0,47634.9,1773.73217,47838.2635
21:00 02-10-2021,47634.89,47808.19,47088.0,47272.06,2272.9527,47823.3705
22:00 02-10-2021,47274.57,47609.88,47223.27,47516.37,1187.82173,47811.723000000005
23:00 02-10-2021,47516.38,47769.99,47500.0,47620.36,941.31649,47802.644
00:00 03-10-2021,47620.37,47963.0,47534.34,47898.66,826.12062,47811.3265
01:00 03-10-2021,47894.44,47963.0,47788.34,47890.78,633.7895,47819.67
02:00 03-10-2021,47890.78,48100.0,47860.11,47990.14,735.55957,47833.7555
03:00 03-10-2021,47990.13,48057.0,47896.93,47972.99,617.25174,47852.10249999999
04:00 03-10-2021,47970.15,47970.16,47814.0,47895.99,569.31948,47862.7295
05:00 03-10-2021,47896.0,47983.38,47798.5,47823.99,838.17079,47867.4675
06:00 03-10-2021,47823.98,47869.0,47600.0,47830.09,1489.72226,47867.714
07:00 03-10-2021,47830.09,47953.2,47730.0,47812.32,625.24084,47857.367
08:00 03-10-2021,47812.32,48048.0,47778.05,47974.86,972.55548,47864.684
09:00 03-10-2021,47974.86,48090.0,47808.14,47964.43,804.97466,47862.671
